date,ticker,side,ret,type
2011-12-30,MFGLQ,short,0.9791138991406051,rebalance_exit
2012-03-30,ALR_old,long,0.3236641594819156,rebalance_exit
2012-03-30,LEAP_old,long,0.2345467774480483,rebalance_exit
2012-03-30,GR,short,-0.04843151678560437,rebalance_exit
2012-03-30,ISIS,short,-0.2429240886022241,rebalance_exit
2012-06-29,SVU,long,-0.22336598121421314,rebalance_exit
2012-06-29,KNXA,long,-0.07841098799746948,rebalance_exit
2012-06-29,ISTA,long,0.008061753490984813,rebalance_exit
2012-06-29,PHH_old,short,-0.44023078576697466,rebalance_exit
2012-06-29,DRJ,short,-0.18965514973426198,rebalance_exit
2012-06-29,TRCR,short,-0.008410767581844761,rebalance_exit
2012-06-29,SVNTQ,short,0.7456673956629906,rebalance_exit
2012-06-29,HGIC,short,-0.041159792650576975,rebalance_exit
2012-06-29,PSE,short,0.032994313701011656,rebalance_exit
2012-06-29,CNVO,short,-0.039308747088770406,rebalance_exit
2012-06-29,HGSI,short,-0.6043410489720693,rebalance_exit
2012-09-28,IQNT,long,-0.2332183397573826,rebalance_exit
2012-09-28,DDMGQ,long,-0.913487605335609,rebalance_exit
2012-09-28,OPXT,long,-0.26106112118220437,rebalance_exit
2012-09-28,ALR_old,long,-0.002780257211060677,rebalance_exit
2012-09-28,CXS,short,-0.09413998429978808,rebalance_exit
2012-09-28,ZOLT,short,0.14603720894096062,rebalance_exit
2012-09-28,TLB,short,-0.09523809974335953,rebalance_exit
2012-09-28,FNRG,short,-0.20090474675134629,rebalance_exit
2012-09-28,AKS,short,0.16253638254427552,rebalance_exit
2012-09-28,TIE,short,-0.14875692564271367,rebalance_exit
2012-12-31,SUNH,long,0.24415205249112537,rebalance_exit
2012-12-31,CEC,long,-0.11699880293546305,rebalance_exit
2012-12-31,LANC,long,0.007576236587652163,rebalance_exit
2012-12-31,PLFE,short,-0.2355252629931233,rebalance_exit
2012-12-31,RMTR,short,-0.03493427294987207,rebalance_exit
2012-12-31,CTFO,short,-0.04350392143619874,rebalance_exit
2012-12-31,MIPS,short,-0.05940760617490181,rebalance_exit
2012-12-31,SVNTQ,short,0.5678004602675261,rebalance_exit
2013-03-15,HGSH,short,-1.2383931035823876,stop_loss
2013-03-28,NILE_old,long,0.02712627745030649,rebalance_exit
2013-03-28,GMXRQ,long,-0.8712824500114507,rebalance_exit
2013-03-28,CEDCQ,long,-0.9336315657697287,rebalance_exit
2013-03-28,TPX,long,1.0956416171957128,rebalance_exit
2013-03-28,PGLC,long,0.159410914609601,rebalance_exit
2013-03-28,EPHC,long,0.24827526505870745,rebalance_exit
2013-03-28,NR,short,-0.14418172702059645,rebalance_exit
2013-03-28,CBOU,short,0.14216736616428907,rebalance_exit
2013-03-28,PJC,short,-0.2952905391124773,rebalance_exit
2013-03-28,HPY,short,-0.15270027018025867,rebalance_exit
2013-03-28,TLAB,short,0.10984225144792857,rebalance_exit
2013-03-28,CASC1,short,-0.38108404698442283,rebalance_exit
2013-03-28,AUXL,short,0.35648663008905074,rebalance_exit
